PAYER NAME,STATE NAME,ACRONYM,EXPANSION,Explanation,Coverage Status
Centene Ambetter,Illinois,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Illinois,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Illinois,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Illinois,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Illinois,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Illinois,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Illinois,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Illinois,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Illinois,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Missouri,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Missouri,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Missouri,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Missouri,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Missouri,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Missouri,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Missouri,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Missouri,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Missouri,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Missouri,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Missouri,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Missouri,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Missouri,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Missouri,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Missouri,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Indiana,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Indiana,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Indiana,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Indiana,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Indiana,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Indiana,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Indiana,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Indiana,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Indiana,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Indiana,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Indiana,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Indiana,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Indiana,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Indiana,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Indiana,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Nebraska,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Nebraska,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Nebraska,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Nebraska,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Nebraska,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Nebraska,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Nebraska,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Nebraska,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Nebraska,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Nebraska,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Nebraska,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Nebraska,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Nebraska,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Nebraska,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Nebraska,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Iowa,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Iowa,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Iowa,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Iowa,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Iowa,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Iowa,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Iowa,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Iowa,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Iowa,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Iowa,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Iowa,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Iowa,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Iowa,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Iowa,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Iowa,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Neveda,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Neveda,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Neveda,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Neveda,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Neveda,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Neveda,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Neveda,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Neveda,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Neveda,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Neveda,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Neveda,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Neveda,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Neveda,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Neveda,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Neveda,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Kansas,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Kansas,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Kansas,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Kansas,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Kansas,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Kansas,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Kansas,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Kansas,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Kansas,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Kansas,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Kansas,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,Kansas,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,Kansas,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,Kansas,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,Kansas,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,New hampshire,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,New hampshire,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,New hampshire,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,New hampshire,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,New hampshire,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,New hampshire,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,New hampshire,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,New hampshire,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,New hampshire,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,New hampshire,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,New hampshire,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,New hampshire,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,New hampshire,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,New hampshire,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,New hampshire,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,New Jersey,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,New Jersey,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Centene Ambetter,New Jersey,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,New Jersey,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,New Jersey,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,New Jersey,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,New Jersey,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,New Jersey,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,New Jersey,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,New Jersey,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,New Jersey,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,New Jersey,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,New Jersey,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,New Jersey,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,North Carolina,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,North Carolina,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,North Carolina,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,North Carolina,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,North Carolina,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,North Carolina,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,North Carolina,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,North Carolina,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,North Carolina,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,North Carolina,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,North Carolina,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Centene Ambetter,North Carolina,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Centene Ambetter,North Carolina,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Centene Ambetter,North Carolina,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Centene Ambetter,North Carolina,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Centene Ambetter,Ohio,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Centene Ambetter,Ohio,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Centene Ambetter,Ohio,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Centene Ambetter,Ohio,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Centene Ambetter,Ohio,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Centene Ambetter,Ohio,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Centene Ambetter,Ohio,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Centene Ambetter,Ohio,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Centene Ambetter,Ohio,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Centene Ambetter,Ohio,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Centene Ambetter,Ohio,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
